FACILITY_NUMBER,COUNTY,pub_priv_headstart,CITY,FACILITY_NAME,ENROLLMENT,n,pct,vac_info_type,REPORTED
384001339,San Francisco,PRIVATE,San Francisco,STAR LIGHT CHRISTIAN PRESCHOOL,63,63,100,childcare,Y
384001604,San Francisco,PRIVATE,San Francisco,STAR OF THE SEA PRESCHOOL,36,36,100,childcare,Y
384001536,San Francisco,PRIVATE,San Francisco,STARLIGHT TWO,48,48,100,childcare,Y
384000255,San Francisco,PRIVATE,San Francisco,STEPPING STONES PRE-SCHOOL - INNER SUNSET,43,43,100,childcare,Y
384001837,San Francisco,PRIVATE,San Francisco,STRATFORD SCHOOL,81,77,95,childcare,Y
384002029,San Francisco,PRIVATE,San Francisco,"STRETCH THE IMAGINATION, LLC",107,106,99,childcare,Y
380505426,San Francisco,PRIVATE,San Francisco,STS.PETER AND PAUL-LAURA VICUNA PREPARTORY,26,25,96,childcare,Y
384001395,San Francisco,PRIVATE,San Francisco,SUNRISE CHRISTIAN PRESCHOOL,14,14,100,childcare,Y
384002119,San Francisco,PRIVATE,San Francisco,SUNSET NURSERY SCHOOL,68,56,82,childcare,Y
384002348,San Francisco,PRIVATE,San Francisco,TEACHING TOTS PRESCHOOL,22,22,100,childcare,Y
380504793,San Francisco,PRIVATE,San Francisco,TELEGRAPH HILL NURSERY SCHOOLS,69,69,100,childcare,Y
384002580,San Francisco,PRIVATE,San Francisco,TELEGRAPH HILL PARENT PARTICIPATION NURSERY SCHOOL,24,18,75,childcare,Y
384000060,San Francisco,PRIVATE,San Francisco,TEMPLE EMANU-EL PRESCHOOL,86,83,96,childcare,Y
384000793,San Francisco,PRIVATE,San Francisco,TEREMOK,10,10,100,childcare,Y
384002352,San Francisco,PRIVATE,San Francisco,TINY GIANTS -PS-,73,68,93,childcare,Y
380504311,San Francisco,PRIVATE,San Francisco,TRUE SUNSHINE PRESCHOOL CENTER,43,43,100,childcare,Y
380504361,San Francisco,PUBLIC,San Francisco,TULE ELK PARK CHILDREN CENTER,56,56,100,childcare,Y
384001586,San Francisco,PRIVATE,San Francisco,UCSF CHILD CARE AT MISSION BAY - PRESCHOOL,57,56,98,childcare,Y
384002350,San Francisco,PRIVATE,San Francisco,UCSF KIRKHAM CDC -PS-,79,78,98,childcare,Y
380504314,San Francisco,PRIVATE,San Francisco,WAH MEI SCHOOL,76,70,92,childcare,Y
380504384,San Francisco,PUBLIC,San Francisco,WEILL -RAPHAEL- CHILDREN CENTER,27,27,100,childcare,Y
384000832,San Francisco,PRIVATE,San Francisco,WIND IN THE WILLOWS,31,28,90,childcare,Y
384002529,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES - KIRKWOOD CCC -PS-,42,41,97,childcare,Y
384002433,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES- BAYVIEW CDC,24,23,95,childcare,Y
380506088,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES- PRESCHOOL,28,26,92,childcare,Y
384002512,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-CADILLAC CENTER -PS-,39,39,100,childcare,Y
380505707,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-GENERATIONS CDC,14,13,92,childcare,Y
384002513,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-OMI PRESCHOOL CTR -PS-,40,40,100,childcare,Y
384002515,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-POTRERO HILL CCC -PS-,32,32,100,childcare,Y
384002516,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-SOUTHEAST CCC -PS-,36,35,97,childcare,Y
384000920,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-SUNNYDALE CDC-INFANTS,22,22,100,childcare,Y
384000921,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-SUNNYDALE CDC-PRESCHOOL,23,23,100,childcare,Y
384002531,San Francisco,HEAD START,San Francisco,WU YEE CHILDREN'S SERVICES-WESTSIDE CCC -PS-,29,28,96,childcare,Y
384000493,San Francisco,HEAD START,San Francisco,WU YEE CHILDRENS SVCS. LOK YUEN CHILD DEV. PROGRAM,36,36,100,childcare,Y
384000406,San Francisco,PRIVATE,San Francisco,YERBA BUENA GARDENS CHILD DEV CTR,59,55,93,childcare,Y
380503900,San Francisco,PRIVATE,San Francisco,"YMCA OF SF., MISSION BRANCH, MISSION PRESCHOOL",42,42,100,childcare,Y
384002434,San Francisco,PUBLIC,San Francisco,"YMCA OF SF., STONESTOWN BRANCH, LUTHERAN CHURCH",31,31,100,childcare,Y
384000293,San Francisco,PRIVATE,San Francisco,"YMCA OF SF., STONESTOWN BRANCH, ST. FRANCIS",35,20,57,childcare,Y
393617385,San Joaquin,PRIVATE,Stockton,ACE TOTS PRESCHOOL,32,30,93,childcare,Y
393607283,San Joaquin,PUBLIC,Stockton,ADAMS ELEMENTARY SCHOOL,43,42,97,childcare,Y
393601458,San Joaquin,PUBLIC,Lodi,ADELITA MIGRANT CHILD DEVELOPMENT CENTER,42,42,100,childcare,Y
390317454,San Joaquin,PRIVATE,Manteca,ALWAYS FRIENDS PRESCHOOL CHILDCARE,31,31,100,childcare,Y
393600244,San Joaquin,PRIVATE,Stockton,ANNUNCIATION PRESCHOOL,33,30,90,childcare,Y
393610766,San Joaquin,PUBLIC,Tracy,ART FREILER PRESCHOOL,39,39,100,childcare,Y
393601460,San Joaquin,PRIVATE,French Camp,ARTESI II MIGRANT CHILD CARE CENTER,38,38,100,childcare,Y
393601438,San Joaquin,PUBLIC,French Camp,ARTESI III CHILD DEV. CTR.-W. MATHEWS ROAD,30,30,100,childcare,Y
390317570,San Joaquin,PUBLIC,Stockton,AUGUST ELEMENTARY SCHOOL,34,34,100,childcare,Y
393611183,San Joaquin,PUBLIC,Lodi,BECKMAN STATE PRESCHOOL,48,47,97,childcare,Y
390310512,San Joaquin,PRIVATE,Tracy,BELLA VISTA CHRISTIAN ACADEMY,124,124,100,childcare,Y
393615391,San Joaquin,PRIVATE,Tracy,BIZZY-BEEZ ACADEMY,38,36,94,childcare,Y
393611645,San Joaquin,PRIVATE,Lodi,CAMP HUTCHINS OF LODI MEMORIAL HOSPITAL,27,25,92,childcare,Y
393620419,San Joaquin,PRIVATE,Stockton,"CAMPUS DOWNTOWN, THE",22,6,27,childcare,Y
393610932,San Joaquin,PUBLIC,Stockton,CAPC-CENTRAL 1,13,0,0,childcare,Y
393617290,San Joaquin,PRIVATE,French Camp,CAPC-FRENCH CAMP,43,36,83,childcare,Y
393617185,San Joaquin,PUBLIC,Stockton,CAPC-PITTMAN,48,45,93,childcare,Y
390300118,San Joaquin,PRIVATE,Stockton,CENTRAL METHODIST CHURCH DAY NURSERY SCHOOL,102,102,100,childcare,Y
390301475,San Joaquin,PRIVATE,Lodi,CENTURY PRESCHOOL,48,47,97,childcare,Y
393603945,San Joaquin,PRIVATE,Escalon,CHILDREN'S CHRISTIAN PRESCHOOL,38,34,89,childcare,Y
390317918,San Joaquin,PUBLIC,Stockton,CLAIRMONT STATE PRESCHOOL,39,37,94,childcare,Y
393604033,San Joaquin,PUBLIC,Stockton,COLONIAL HEIGHTS STATE PRESCHOOL,88,86,97,childcare,Y
393612255,San Joaquin,PRIVATE,Manteca,CORNERSTONE CHRISTIAN PRESCHOOL,102,100,98,childcare,Y
393601774,San Joaquin,PRIVATE,Escalon,COUNTRY KIDS CHILD DEVELOPMENT CENTER,76,72,94,childcare,Y
393620521,San Joaquin,PRIVATE,Stockton,CREATIVE CHILD CARE INC MICHIGAN HEIGHTS CHURCH,34,31,91,childcare,Y
393620379,San Joaquin,PRIVATE,Stockton,CREATIVE CHILD CARE INC TEAM CHARTER SCHOOL,30,24,80,childcare,Y
393619597,San Joaquin,PRIVATE,Stockton,CREATIVE CHILD CARE INC. ORO,60,57,95,childcare,Y
393601455,San Joaquin,PRIVATE,Stockton,CREATIVE CHILD CARE INC.- ELEVENTH STREET,69,61,88,childcare,Y
393607971,San Joaquin,PRIVATE,Stockton,CREATIVE CHILD CARE NEW DIRECTIONS,25,25,100,childcare,Y
393615424,San Joaquin,PRIVATE,Stockton,"CREATIVE CHILD CARE, INC SMALL WORLD NURSERY",42,39,92,childcare,Y
393610439,San Joaquin,PRIVATE,Manteca,"CREATIVE CHILD CARE, INC-JOSHUA COWELL",30,29,96,childcare,Y
393609873,San Joaquin,PRIVATE,Manteca,"CREATIVE CHILD CARE, INC-SEQUOIA SCHOOL",46,43,93,childcare,Y
393601452,San Joaquin,PRIVATE,Stockton,"CREATIVE CHILD CARE, INC. - CONWAY",66,56,84,childcare,Y
393615669,San Joaquin,PRIVATE,Stockton,"CREATIVE CHILD CARE, INC. ALPINE",44,40,90,childcare,Y
393605031,San Joaquin,PRIVATE,Stockton,"CREATIVE CHILD CARE, INC. CREATIVE HEAD START",91,83,91,childcare,Y
393615940,San Joaquin,PRIVATE,Lathrop,"CREATIVE CHILD CARE, INC. LATHROP ELEMENTARY",63,60,95,childcare,Y
393616068,San Joaquin,PRIVATE,Manteca,"CREATIVE CHILD CARE, INC. LINCOLN ELEMENTARY",45,43,95,childcare,Y
393614685,San Joaquin,PRIVATE,Manteca,"CREATIVE CHILD CARE, INC. NEIL HAFLEY",27,25,92,childcare,Y
393612039,San Joaquin,PRIVATE,Manteca,"CREATIVE CHILD CARE, INC. STELLA BROCKMAN SCHOOL",42,41,97,childcare,Y
393610440,San Joaquin,PRIVATE,Manteca,"CREATIVE CHILD CARE, INC.-MCPARLAND",28,25,89,childcare,Y
393610515,San Joaquin,PRIVATE,Banta,CREATIVE CHILD CARE-BANTA PRESCHOOL,37,27,72,childcare,Y
390316278,San Joaquin,PRIVATE,Manteca,CREATIVE KIDS,58,46,79,childcare,Y
393605420,San Joaquin,PUBLIC,Stockton,CREEKSIDE STATE PRESCHOOL,48,48,100,childcare,Y
393604403,San Joaquin,PUBLIC,Stockton,EDISON PRESCHOOL,12,11,91,childcare,Y
393619959,San Joaquin,PUBLIC,Escalon,EL CONCILIO,52,52,100,childcare,Y
393611617,San Joaquin,PRIVATE,Stockton,EL CONCILIO PRESCHOOL AND INFANT CENTER,27,27,100,childcare,Y
393616402,San Joaquin,PRIVATE,Stockton,EL CONCILIO PRESCHOOLS,92,92,100,childcare,Y
393601451,San Joaquin,PUBLIC,Stockton,EL DORADO PRESCHOOL,32,31,96,childcare,Y
390317580,San Joaquin,PUBLIC,Stockton,ELMWOOD ELEMENTARY SCHOOL,32,31,96,childcare,Y
393614184,San Joaquin,PUBLIC,Stockton,FILLMORE ELEMENTARY,25,25,100,childcare,Y
393601254,San Joaquin,PRIVATE,Stockton,FIRST BAPTIST CHRISTIAN SCHOOLS,52,50,96,childcare,Y
393610797,San Joaquin,PRIVATE,Lodi,FIRST STEPS PRESCHOOL,48,46,95,childcare,Y
393619836,San Joaquin,PRIVATE,Manteca,FOUR SEASONS ACADEMY -PS-,62,50,80,childcare,Y
393611123,San Joaquin,PUBLIC,Tracy,GEORGE KELLY CHILD DEVELOPMENT CENTER,28,28,100,childcare,Y
393620341,San Joaquin,PUBLIC,Stockton,GEORGE W. BUSH ELEMENTARY SCHOOL -PS-,41,41,100,childcare,Y
390305703,San Joaquin,PRIVATE,Lodi,GRACE PRESBYTERIAN PRESCHOOL,51,47,92,childcare,Y
390315760,San Joaquin,PRIVATE,Tracy,GREAT BEGINNINGS PRE-SCHOOL,28,25,89,childcare,Y
390319316,San Joaquin,PRIVATE,Stockton,GROWING TREE PRESCHOOL,43,41,95,childcare,Y
390317608,San Joaquin,PUBLIC,Stockton,GRUNSKY ELEMENTARY SCHOOL,29,28,96,childcare,Y
390312133,San Joaquin,PRIVATE,Manteca,HANSEL & GRETEL DAY CARE CENTER,73,73,100,childcare,Y
390317616,San Joaquin,PUBLIC,Stockton,HARRISON ELEMENTARY SCHOOL,42,41,97,childcare,Y
393619989,San Joaquin,PRIVATE,Stockton,HARVEST PRESCHOOL AND CHILD CARE,14,13,92,childcare,Y
390306359,San Joaquin,PRIVATE,Tracy,HAWKINS-THOMPSON CHILD DEVELOPMENT CENTER,63,59,93,childcare,Y
390317630,San Joaquin,PUBLIC,Stockton,HAZELTON ELEMENTARY SCHOOL,45,44,97,childcare,Y
393616423,San Joaquin,PUBLIC,Stockton,HENRY ELEMENTARY,40,39,97,childcare,Y
390319170,San Joaquin,PUBLIC,Lodi,HERITAGE STATE PRESCHOOL,44,42,95,childcare,Y
393619966,San Joaquin,PRIVATE,Lodi,"HOME CHURCH, THE",11,11,100,childcare,Y
393620684,San Joaquin,PUBLIC,Stockton,JOAN RICHARDS LEARNING VILLAGE,55,52,94,childcare,Y
393610819,San Joaquin,PUBLIC,Stockton,JOHN R. WILLIAMS PRESCHOOL,42,42,100,childcare,Y
393600065,San Joaquin,PUBLIC,Stockton,KENNEDY SCHOOL,33,33,100,childcare,Y
393602080,San Joaquin,PRIVATE,Stockton,KIDDIE KINGDOM,15,15,100,childcare,Y
390312090,San Joaquin,PRIVATE,Manteca,KIDS ACADEMY,86,84,97,childcare,Y
393608718,San Joaquin,PRIVATE,Stockton,KIDS EXPERIENCE PRESCHOOL & CHILD CARE CENTER,51,51,100,childcare,Y
393615180,San Joaquin,PRIVATE,Stockton,KIDS JUNCTION,23,23,100,childcare,Y
393620334,San Joaquin,PUBLIC,Tracy,KIDS PLACE 2 EXPLORE AND LEARN LLC,13,13,100,childcare,Y
393603299,San Joaquin,PRIVATE,Tracy,KINDERCARE LEARNING CENTER - GRANTLINE -PRESCHOOL-,44,39,88,childcare,Y
393602969,San Joaquin,PRIVATE,Stockton,KINDERCARE LEARNING CENTER - MARINERS -PRESCHOOL-,63,54,85,childcare,Y
393600860,San Joaquin,PRIVATE,Lodi,LA PETITE ACADEMY - PRE-K,47,47,100,childcare,Y
390306366,San Joaquin,PUBLIC,Lodi,LAWRENCE STATE PRESCHOOL A,46,46,100,childcare,Y
390320968,San Joaquin,PUBLIC,Lodi,LAWRENCE STATE PRESCHOOL B,21,21,100,childcare,Y
390302977,San Joaquin,PRIVATE,Escalon,"LEARNING TREE PRE-SCHOOL, THE",55,52,94,childcare,Y
390313282,San Joaquin,PRIVATE,Lathrop,LEARNING TREE PRESCHOOL,33,33,100,childcare,Y
393612197,San Joaquin,PUBLIC,Stockton,LINCOLN ELEMENTARY PRESCHOOL,88,86,97,childcare,Y
390303336,San Joaquin,PRIVATE,Linden,LINDEN COMMUNITY PRESCHOOL,24,24,100,childcare,Y
393608939,San Joaquin,PRIVATE,Manteca,LIONS N' LAMBS PRESCHOOL,190,181,95,childcare,Y
393602358,San Joaquin,PRIVATE,Tracy,LITTLE COUNTRY CHILD CARE,20,20,100,childcare,Y
390320920,San Joaquin,PRIVATE,Stockton,LITTLE LEARNERS PRESCHOOL,123,122,99,childcare,Y
390300406,San Joaquin,PRIVATE,Lodi,LITTLE METHODIST PRE-SCHOOL,70,66,94,childcare,Y
393619856,San Joaquin,PRIVATE,Lodi,LODI CHRISTIAN SCHOOL-PRESCHOOL,58,56,96,childcare,Y
390300413,San Joaquin,PRIVATE,Lodi,LODI DAY NURSERY SCHOOL,112,106,94,childcare,Y
393617170,San Joaquin,PRIVATE,Lodi,LODI MONTESSORI,67,67,100,childcare,Y
393619986,San Joaquin,PRIVATE,Tracy,LOUIS VILLALOVOZ CDC,51,51,100,childcare,Y
393608171,San Joaquin,PUBLIC,Stockton,MADISON ELEMENTARY STATE PRESCHOOL,35,33,94,childcare,Y
393614120,San Joaquin,PRIVATE,Manteca,MANTECA CHRISTIAN PRESCHOOL,82,76,92,childcare,Y
393615675,San Joaquin,PUBLIC,Stockton,MAXINE HONG KINGSTON ELEMENTARY,42,42,100,childcare,Y
390317652,San Joaquin,PUBLIC,Stockton,MCKINLEY ELEMENTARY SCHOOL,35,34,97,childcare,Y
393605862,San Joaquin,PUBLIC,Tracy,MELVILLE S. JACOBSON STATE PRESCHOOL,45,44,97,childcare,Y
393607795,San Joaquin,PUBLIC,Stockton,MERLO PRESCHOOL,19,18,94,childcare,Y
393615579,San Joaquin,PRIVATE,Stockton,MERRYHILL SCHOOL-TRINITY,131,117,89,childcare,Y
390317654,San Joaquin,PUBLIC,Stockton,MONROE SCHOOL,40,40,100,childcare,Y
393617535,San Joaquin,PUBLIC,Mountain House,MONTESSORI SCHOOL OF MOUNTAIN HOUSE,107,104,97,childcare,Y
393600441,San Joaquin,PRIVATE,Tracy,MONTESSORI SCHOOL OF TRACY,129,129,100,childcare,Y
390319950,San Joaquin,PUBLIC,Stockton,MONTEZUMA SCHOOL,40,39,97,childcare,Y
393617338,San Joaquin,PUBLIC,Tracy,MY CURIOUS MONKEY'S CHILDCARE,26,26,100,childcare,Y
390306151,San Joaquin,PRIVATE,Stockton,NEW WORLD MONTESSORI SCHOOL,18,12,66,childcare,Y
390301320,San Joaquin,PRIVATE,Stockton,NEWDAY NURSERY SCHOOL,68,68,100,childcare,Y
393603371,San Joaquin,PUBLIC,Stockton,NIGHTINGALE SCHOOL PRESCHOOL,24,24,100,childcare,Y
390319156,San Joaquin,PUBLIC,Stockton,OAKWOOD STATE PRESCHOOL,38,37,97,childcare,Y
390319214,San Joaquin,PUBLIC,Stockton,PARKLANE STATE PRESCHOOL,62,59,95,childcare,Y
390306089,San Joaquin,PRIVATE,Stockton,PARVIN'S HOPELAND PRE-SCHOOL,31,21,67,childcare,Y
393616424,San Joaquin,PUBLIC,Stockton,PEYTON ELEMENTARY,47,46,97,childcare,Y
393617273,San Joaquin,PUBLIC,Stockton,PITTMAN ELEMENTARY,38,38,100,childcare,Y
393613012,San Joaquin,PRIVATE,Stockton,PRESCHOOL FOR ALL GREAT VALLEY,147,119,80,childcare,Y
393620145,San Joaquin,PRIVATE,Stockton,PRESENTATION PARISH PRESCHOOL,18,16,88,childcare,Y
390317664,San Joaquin,PUBLIC,Stockton,PULLIAM SCHOOL,34,32,94,childcare,Y
390304256,San Joaquin,PRIVATE,Stockton,RAINBOW SCHOOL,27,24,88,childcare,Y
393615167,San Joaquin,PRIVATE,Ripon,RIPON CHRISTIAN PRESCHOOL,121,118,97,childcare,Y
390300560,San Joaquin,PRIVATE,Ripon,RIPON GRACE CHRISTIAN CHILDREN'S CENTER,75,69,92,childcare,Y
390317666,San Joaquin,PUBLIC,Stockton,ROOSEVELT ELEMENTARY SCHOOL,32,31,96,childcare,Y
393609673,San Joaquin,PRIVATE,Stockton,RUTHIE KEENER EARLY CARE AND LEARNING CENTER,84,64,76,childcare,Y
390321278,San Joaquin,PUBLIC,Stockton,SAN JOAQUIN DELTA COLLEGE CHILD DEVELOPMENT CENTER,112,104,92,childcare,Y
393617325,San Joaquin,PRIVATE,Stockton,SNELL'S PRE-KINDERGARTEN SCHOOL,81,69,85,childcare,Y
393610765,San Joaquin,PUBLIC,Tracy,SOUTH CDI,21,21,100,childcare,Y
390116442,San Joaquin,PUBLIC,Stockton,SPECIAL EDUCATION PRESCHOOL DIS,15,11,73,childcare,Y
390320654,San Joaquin,PRIVATE,Manteca,ST. ANTHONY'S PRESCHOOL,78,78,100,childcare,Y
390320836,San Joaquin,PRIVATE,Stockton,ST. BASIL PRESCHOOL,63,61,96,childcare,Y
393620018,San Joaquin,PRIVATE,Tracy,ST. BERNARD'S CATHOLIC PRESCHOOL-PS-,39,35,89,childcare,Y
390316994,San Joaquin,PRIVATE,Stockton,ST. LUKE'S CATHOLIC PRESCHOOL,56,54,96,childcare,Y
390301832,San Joaquin,PRIVATE,Lodi,ST. PAUL LUTHERAN PRESCHOOL,47,47,100,childcare,Y
390305456,San Joaquin,PRIVATE,Manteca,ST. PAUL'S UNITED METHODIST PRESCHOOL,88,88,100,childcare,Y
393608039,San Joaquin,PRIVATE,Lodi,ST. PETER'S PRESCHOOL,41,39,95,childcare,Y
393616442,San Joaquin,PRIVATE,Stockton,STOCKTON MONTESSORI SCHOOL,29,29,100,childcare,Y
393611181,San Joaquin,PUBLIC,Stockton,STOCKTON UNIFIED SCHOOL DISTRICT-WILSON STATE,38,38,100,childcare,Y
390319952,San Joaquin,PUBLIC,Stockton,TAFT SCHOOL,32,32,100,childcare,Y
390317674,San Joaquin,PUBLIC,Stockton,TAYLOR SCHOOL,40,39,97,childcare,Y
393607972,San Joaquin,PRIVATE,Tracy,TENDER LOVING CARE,29,22,75,childcare,Y
393612087,San Joaquin,PRIVATE,Tracy,TENDER LOVING CARE,30,29,96,childcare,Y
393607979,San Joaquin,PRIVATE,Tracy,TENDER LOVING CARE,22,17,77,childcare,Y
393620051,San Joaquin,PRIVATE,Tracy,THEORY OF PLAY CHILD DEVELOPMENT CENTER,38,35,92,childcare,Y
393614190,San Joaquin,PUBLIC,Tracy,TRACY UNIFIED SCHOOL DISTRICT - NORTH PRESCHOOL,48,48,100,childcare,Y
393605949,San Joaquin,PUBLIC,Tracy,TRACY UNIFIED SCHOOL DISTRICT SOUTH WEST PARK ELEM,48,48,100,childcare,Y
393604402,San Joaquin,PUBLIC,Stockton,TULLY C. KNOLES PRESCHOOL,132,122,92,childcare,Y
393600031,San Joaquin,PUBLIC,Stockton,TYLER SCHOOL,30,30,100,childcare,Y
393610882,San Joaquin,PUBLIC,Stockton,VICTORY STATE PRESCHOOL,38,37,97,childcare,Y
393609233,San Joaquin,PRIVATE,Lodi,VINEWOOD COMMUNITY PRESCHOOL,77,71,92,childcare,Y
393611762,San Joaquin,PUBLIC,Stockton,WAGNER-HOLT STATE PRESCHOOL,23,23,100,childcare,Y
393605863,San Joaquin,PUBLIC,Tracy,WANDA HIRSCH STATE PRESCHOOL,14,14,100,childcare,Y
393612153,San Joaquin,PUBLIC,Stockton,WASHINGTON ELEMENTARY,13,12,92,childcare,Y
390320966,San Joaquin,PUBLIC,Lodi,WASHINGTON STATE PRESCHOOL,47,42,89,childcare,Y
393604413,San Joaquin,PUBLIC,Stockton,WEBER TECHNICAL INSTITUTE PRESCHOOL,17,17,100,childcare,Y
390307976,San Joaquin,PRIVATE,Tracy,WEE CARE DAY CARE,44,42,95,childcare,Y
390319172,San Joaquin,PUBLIC,Stockton,WESTWOOD STATE PRESCHOOL,42,42,100,childcare,Y
393609964,San Joaquin,PUBLIC,Mountain House,WICKLUND CHILD DEVELOPMENT CENTER,31,30,96,childcare,Y
393620553,San Joaquin,PRIVATE,Stockton,WRITE-START LEARNING CENTER,42,38,90,childcare,Y
393612142,San Joaquin,PRIVATE,Linden,YMCA LION'S PRIDE PRESCHOOL,24,23,95,childcare,Y
393616426,San Joaquin,PRIVATE,Stockton,YMCA-LITTLE RASCALS PRESCHOOL,21,20,95,childcare,Y
393616059,San Joaquin,PRIVATE,Lodi,ZION CHILD CARE CENTER,45,45,100,childcare,Y
401710931,San Luis Obispo,PRIVATE,Arroyo Grande,ARROYO GRANDE MONTESSORI SCHOOL,14,14,100,childcare,Y
406210544,San Luis Obispo,PRIVATE,Arroyo Grande,ARROYO GRANDE UNITED METHODIST CHILDREN'S CENTER,43,38,88,childcare,Y
406211108,San Luis Obispo,PRIVATE,Atascadero,ATASCADERO CHILDREN'S CENTER,92,90,97,childcare,Y
401700015,San Luis Obispo,PRIVATE,Atascadero,ATASCADERO PRE-SCHOOL,19,16,84,childcare,Y
406214243,San Luis Obispo,PUBLIC,Los Osos,BAYWOOD ELEMENTARY SCHOOL-PRESCHOOL,16,16,100,childcare,Y
406214404,San Luis Obispo,PRIVATE,San Luis Obispo,BLUE SKY PRESCHOOL,31,29,93,childcare,Y
406213027,San Luis Obispo,PRIVATE,Atascadero,BUSY BEE'S PRESCHOOL,30,25,83,childcare,Y
406213949,San Luis Obispo,PUBLIC,San Luis Obispo,C.L. SMITH ELEMENTARY SCHOOL,21,21,100,childcare,Y
406214783,San Luis Obispo,PRIVATE,San Luis Obispo,"CA PLAYSCHOOL CENTERS,INC- BRIGHT LIFE PLAYSCHOOL",24,24,100,childcare,Y
406213788,San Luis Obispo,PUBLIC,San Luis Obispo,CAL POLY PRESCHOOL LAB,26,26,100,childcare,Y
406205657,San Luis Obispo,PUBLIC,Atascadero,CALIFORNIA STATE PRESCHOOL AT ATASCADERO,13,13,100,childcare,Y
406209181,San Luis Obispo,PUBLIC,El Paso de Robles (Paso Robles),CALIFORNIA STATE PRESCHOOL AT MARIE BAUER ELEM.,17,16,94,childcare,Y
406210226,San Luis Obispo,PUBLIC,Nipomo,CALIFORNIA STATE PRESCHOOL AT NIPOMO,17,17,100,childcare,Y
401702661,San Luis Obispo,PUBLIC,San Miguel (San Luis Obispo County),CALIFORNIA STATE PRESCHOOL AT SAN MIGUEL,17,17,100,childcare,Y
406209180,San Luis Obispo,PUBLIC,El Paso de Robles (Paso Robles),CALIFORNIA STATE PRESCHOOL AT WINIFRED PIFER ELEM.,27,27,100,childcare,Y
401700014,San Luis Obispo,HEAD START,Atascadero,CAPSLO - ATASCADERO HEAD START,54,54,100,childcare,Y
406213676,San Luis Obispo,HEAD START,Cambria,CAPSLO - CAMBRIA CHILDREN'S CENTER,44,43,97,childcare,Y
406208270,San Luis Obispo,HEAD START,San Luis Obispo,CAPSLO - CHILDREN'S WAITING ROOM HEAD START,14,13,92,childcare,Y
406209816,San Luis Obispo,HEAD START,Nipomo,CAPSLO - CIELITO MIGRANT AND SEASONAL HEAD START,29,29,100,childcare,Y
406213418,San Luis Obispo,HEAD START,San Luis Obispo,CAPSLO - CUESTA HEAD START,16,16,100,childcare,Y
401710988,San Luis Obispo,HEAD START,Oceano,CAPSLO - FIVE CITIES HEAD START,69,69,100,childcare,Y
401711243,San Luis Obispo,PUBLIC,Oceano,CAPSLO - OCEANO MIGRANT CHILDREN'S CENTER,19,19,100,childcare,Y
401711512,San Luis Obispo,HEAD START,El Paso de Robles (Paso Robles),CAPSLO - PASO ROBLES HEAD START,52,51,98,childcare,Y
406207998,San Luis Obispo,HEAD START,Morro Bay,CAPSLO - SEQUOIA CHILD DEVELOPMENT CENTER,17,17,100,childcare,Y
406203715,San Luis Obispo,HEAD START,Los Osos,CAPSLO - SUNNYSIDE HEAD START,24,24,100,childcare,Y
406214424,San Luis Obispo,PUBLIC,Nipomo,CAPSLO-NIPOMO HEAD START,23,23,100,childcare,Y
406205648,San Luis Obispo,PRIVATE,Templeton,"CHILDREN'S GARDEN, THE",35,35,100,childcare,Y
401712191,San Luis Obispo,PRIVATE,Atascadero,CHILDREN'S HOUSE MONTESSORI SCHOOL,44,40,90,childcare,Y
401702750,San Luis Obispo,PRIVATE,El Paso de Robles (Paso Robles),CHRISTIAN LIFE EARLY LEARNING CENTER,23,21,91,childcare,Y
406213383,San Luis Obispo,PRIVATE,Atascadero,COTTAGE MONTESSORI AT YOUTH ARTS,10,10,100,childcare,Y
406208456,San Luis Obispo,PUBLIC,San Luis Obispo,CUESTA COLLEGE CHILDREN'S CENTER,30,27,90,childcare,Y
406206349,San Luis Obispo,PUBLIC,El Paso de Robles (Paso Robles),CUESTA COLLEGE NORTH COUNTY,34,29,85,childcare,Y
406204107,San Luis Obispo,PRIVATE,Grover Beach,DANDY LION MONTESSORI SCHOOL,35,33,94,childcare,Y
401710496,San Luis Obispo,PRIVATE,San Luis Obispo,FOOTHILL PRESCHOOL,43,43,100,childcare,Y
406200031,San Luis Obispo,PRIVATE,San Luis Obispo,GRANDMOTHER'S HOUSE AT ST. STEPHENS,31,27,87,childcare,Y
6043038,San Luis Obispo,PUBLIC,Grover Beach,GROVER BEACH ELEMENTARY,26,25,96,childcare,Y
401700158,San Luis Obispo,PRIVATE,Pismo Beach,HAPPY TIME COOPERATIVE SCHOOL,46,44,95,childcare,Y
406213772,San Luis Obispo,PUBLIC,San Luis Obispo,HAWTHORNE ELEMENTARY SCHOOL,23,22,95,childcare,Y
